Song-Name,Singer/Artists,Genre
Sooraj Dooba Hai Yaron (Remix),"Aditi Singh Sharma, Arijit Singh",Dance
O Aasman Wale,Sonu Nigam,Sad
Bawla Sa Sapna,"Chorus, Diva",Dance
Bheegh Loon (Male),Ankit Tiwari,Romantic
The Mutton Song,Krishna Beura,Dance
O Basanti Pavan,,Dance
Yeh Umar Hai Kya,"Asha Bhosle, Manna Dey",Dance
Mein Sharabi (Remix),Yo Yo Honey Singh,Dance
Poore Se Zara Sa Kam Hain,Rashid Khan,Sad
Brothers Mashup,Multiple,Dance
Mili Khaak Mein Mohabbat,Mohammed Rafi,Sad
Laila Majnu,"Javed Ali, Monali Thakur",Dance
Dekho Dekho Dil Ye Bole,"Adnan Sami, Shaan",Dance
Na Main Dhan Chahun,"Geeta Dutt, Sudha Malhotra",Sad
Anandoloke,Clinton Cerejo,Dance
Kahan Chal Diye Idhar To Aao,Mohammed Rafi,Romantic
Aaya Aaya Toofan,Kishore Kumar,Dance
Monta Re,Amit Trivedi,Sad
Mere Mehboob Mein Kya Nahin,"Asha Bhosle, Lata Mangeshkar",Dance
Kal Ki Daulat Aaj Ki Khushian,Mohammed Rafi,Dance
Saiyan Se Chhup Ke,"Anuradha Paudwal, Udit Narayan",Dance
Sau Saal Pehle,"Lata Mangeshkar, Mohammed Rafi",Romantic
G Phaad Ke (Remix),"Divya Kumar, Shefali Alvarez",Dance
Mere Maula,"Kailash Kher, Richa Sharma",Sad
Sajna Ve,Rahat Fateh Ali Khan,Sad
Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",Motivational
Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,Dance
Tanu Weds Manu Returns (Mashup),Various,Dance
Party All Night,Yo Yo Honey Singh,Dance
Party All Night (Remix),Yo Yo Honey Singh,Dance
Jai Govinda Jai Gopala,Neeraj Shridhar,Dance
Tera Hi Karam,Pankaj Awasthi,Sad
Rang Birangi Rakhee Lekar,Lata Mangeshkar,Dance
Woh Chand Jaisi Ladki,Udit Narayan,Romantic
Woh Chand Jaisi Ladki,Udit Narayan,Romantic
Dooriyan Hain Zaroori Bhi Hai,"Monica Dogra, Vishal Dadlani",Dance
Main Hoon Prem Rogi,Suresh Wadkar,Dance
Jag Ja,Suresh Wadkar,Romantic
Tumhi Se,"Shreya Ghoshal, Vijay Yesudas",Romantic
Main Kya Karoon Ram,Lata Mangeshkar,Dance
Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",Romantic
Meherbani (Remix),Jubin Nautiyal,Dance
Jab Zero Diya Mere Bharat Ne,"Mahendra Kapoor, Manhar Udhas",Patriotic
Hum Tumhe Kaise Bataye,"Aaman Trikha, Taraannum Mallik",Romantic
Rimjhim Ke Tarane Leke Aai Barsaat,"Geeta Dutt, Mohammed Rafi",Romantic
Kunwara,Salim Merchant,Dance
Ja Ja Ja Mere Bachpan,Lata Mangeshkar,Dance
O Panchhi Pyare Sanjh Sakare,Asha Bhosle,Dance
Banda Parwar,Mohammed Rafi,Dance
Mera Jeena Hai Kya,Neeraj Shridhar,Romantic
Yeh Hai Bambai Nagaria,Kishore Kumar,Dance
Masoom Chehra Ye Qatil Adayen,"Lata Mangeshkar, Mohammed Rafi",Romantic
Shanana Na,"Abhijeet, Alka Yagnik, Ayub, Dabboo Malik, Jordy Patel, Sriijiit",Dance
Mehboob Mere,"Alka Yagnik, Sukhwinder Singh",Dance
Rote Hue Ate Hain Sab,Kishore Kumar,Dance
Tujhko Jo Paaya,Mohit Chauhan,Romance
Pe.. Pe.. Pepein… (Version 2),"Hard Kaur, Master Saleem, Neeraj Shridhar, Tulsi Kumar",Dance
Touch Me,"Asha Bhosle, Kishore Kumar",Romantic
Samjho Ho Hi Gaya,"Arshad Warsi, Sanjay Dutt, Vinod Rathod",Dance
Miss India Martee Mujhpe,"Adnan Sami, Amit Kumar",Dance
Kashmir Ki Kali Hoon Main,Lata Mangeshkar,Romantic
Barsaat Ke Mausam Mein,"Kumar Sanu, Roop Kumar Rathod",Dance
Chammak Challo (Remix),"Akon, Hamsika Iyer",Dance
Aaj Udta Hua Ek Panchhi,Mohammed Rafi,Dance
Ek Tu Hi Bharosa,Lata Mangeshkar,Devotional
Dhanak,Monali Thakur,Dance
Bhaag Milky Bhaag,"Sanam Puri, Sonu Kakkar",Dance
Follow Me,Hard Kaur,Dance
Mil Gaya,"Mohammed Rafi, Udit Narayan, Usha Mangeshkar",Dance
Paayal Meri,"Alka Yagnik, Udit Narayan",Dance
Sanam Tum Jahan Mera Dil Wahan,Asha Bhosle,Dance
Koi Patthar Se Na Maare,"Shreya Ghoshal, Sonu Nigam, Sunidhi Chauhan",Sad
Sun Le Meri Payal Ke Geet,Lata Mangeshkar,Dance
Le Jaa Tu Mujhe,Atif Aslam,
Dil Mein Baji Pyar Ki Shehnaiyan,Lata Mangeshkar,Dance
Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",Romantic
Main Teri Huyi Re Balma,Asha Bhosle,Dance
Ek Din Aap,"Alka Yagnik, Kumar Sanu",DanceRomantic
Party To Banti Hai (Remix),"Meet Bros, Mika Singh",Dance
Kuch Khaas,"Mohit Chauhan, Neha Bhasin",Dance
Baatein Kuch Ankahee,"Adnan Sami, Pritam Chakraborty",Romantic
Aaj Ki Party (Remix),Mika Singh,Dance
Ae Watan Ae Watan Humko Teri Qasam,Mohammed Rafi,Patriotic
Ajnabi,Zebunnisa Bangash,Romantic
Peer Manava,"Shraddha Pandit, Sukhwinder Singh",Dance
Kehta Hai Joker Sara Zamana,Mukesh,Dance
Dil Mein Sanam Ki Soorat,"Alka Yagnik, Kumar Sanu",Romantic
Tanhai Tanhai,"Alka Yagnik, Udit Narayan",Dance
Woh Dekho Jala Ghar Kisi Ka,Lata Mangeshkar,Sad
Zara Nazron Se Kah Do Ji,Hemant Kumar,Romantic
Chaar Botal Vodka (Remix),Yo Yo Honey Singh,Dance
Jab Tumhein Aashiqui Maloom,Kumar Sanu,Romantic
Yaaron Aesa Hai,Salim Merchant,Dance
Tere Ishq Ka Suroor,"Aaman Trikha, Akshata Dixit",Romantic
Ek Sawal Main Karoon,"Lata Mangeshkar, Mohammed Rafi",Dance
It’s All About Tonight,"Rahul Vaidya, Sophie Choudry, Sunidhi Chauhan",Dance
Dil Mera Ek Aas Ka Panchhi,Subir Sen,Dance
Jaane Kya Dhoondhta Hai,Lucky Ali,Dance
Sanam Sanam,"Shraddha Pandit, Sukhwinder Singh",Dance
Yahaan Vahaan,Farhan Akhtar,Dance
Bambai Se Aaya Mera Dost,Bappi Lahiri,Dance
Dhin Tak Dhin Tak,Jaspinder Narula,Romantic
Tujhe Dekh Dekh,Rahat Fateh Ali Khan,
Capuchino,Abhishek Nehwal,Dance
Chalo Dildar Chalo,"Himani Kapoor, Himesh Reshammiya, Vinit",Romantic
Mil Gayee Woh Manzilen,"Alka Yagnik, Kumar Sanu",Dance
Jaane Kya,Zubeen Garg,Sad
Main Der Karta Nahin,"Lata Mangeshkar, Suresh Wadkar",Dance
Gunday Mashup,"Bappi Lahiri, Javed Ali, Neha Bhasin",Dance
Gunday Mashup,Multiple,Dance
Sheila Ki Jawani (Remix),"Sunidhi Chauhan, Vishal Dadlani",Dance
Laakh Duniya Kahe,"Nisha Mascarenhas, Ram Sampath",Sad
Ha Raham Mehfuz,"Amit Trivedi, Murtuza Qadir",Dance
Jiyara Jiyara,"Alisha Chinai, Hard Kaur",Dance
All The Best,"Antara Mitra, Rana, Soham",Dance
Mallo Malli (Lehmber Hussainpuri),"Hard Kaur, Lehmber Hussainpuri",Dance
Freak Out,"Aditi Singh Sharma, Joi Barua",Dance
Ab Tohe Jane Na Doongi,"Payal Dev, Shreyas Puranik",Romantic
Jugnu,Udit Narayan,Dance
Sajda,K.K.,Dance
Aha Aha,Falguni Pathak,Romantic
Dil Ka Qaraar,"Shraddha Pandit, Sonu Nigam",Romantic
Wafa Jo Na Ki To,Asha Bhosle,Romantic
Raabta Tujhse Raha,Aaman Trikha,Romantic
Teri Tamanna,"KK, Shilpa Rao, Zubeen Garg",Dance
Lage Na Mora Jiya,Lata Mangeshkar,Sad
Jane Kya Dhoondti Rahti Hai,Mohammed Rafi,Sad
Mujhe Dekhkar Aap Ka Muskurana,Mohammed Rafi,Romantic
E – Gulbadan Phoolon Ki Mahek,Mohammed Rafi,Romantic
Chahat Se Hai Begani,"Alka Yagnik, Kumar Sanu",Romantic
Action Jackson,Multiple,Dance
Tujhko Bhulana,"Roshni Baptist, Sangeet Haldipur",Dance
Chodo Kal Ki Batein,Mukesh,Patriotic
Dooba Re Dooba,"Alka Yagnik, Sonu Nigam",Dance
Dillagi Main Jo Beet Jaye,"Himesh Reshammiya, Jayesh Gandhi, Shaan, Sonu Nigam, Sunidhi Chauhan, Vasundhara Das",Dance
Tere Chehre Pe,"Kumar Sanu, Sonali Vajpai",Romantic
Khulla Saand,Salim Merchant,Dance
Rang Se Hui,Kaushiki Chakraborty,Dance
Yeh Hawa Yeh Fiza Aa Bhi Jaa,Mahendra Kapoor,Romantic
Meri Jaaniye,"Monali Thakur, Shaan",Dance
Tumhen Muhabbat Hai Humne Mana,"Asha Bhosle, Mohammed Rafi",Romantic
Dhadakne Lagta Hai Mera Dil,Mohammed Rafi,Dance
Aiyo Ji,"Salim Merchant, Shraddha Pandit",Dance
Dagabaaz Tori Batiyan,Lata Mangeshkar,Romantic
Teri Yaad Dilse Bhulane Chala Hoon,Mukesh,Sad
I Don’t Luv U,"Monali Thakur, Neuman Pinto",Dance
Meter Down,"Adnan Sami, Merriene, Nimosa",Dance
Zor Ka Jhatka Haye (Remix),"Master Saleem, Richa Sharma",Dance
Dil Apna Aur Preet Parai,Lata Mangeshkar,Sad
Ali Ali – Qawwali,"Krishna Beura, Shraddha Pandit, Vijayta Pandit",Devotional
Kudi Pataka Driver,"Hard Kaur, Mika Singh",Dance
Dil Jalon Ka Dil Jala Ke,Asha Bhosle,Dance
Teri Choodiyan Da Crazy Crazy Sound,Wajid Khan,Dance
Kubool Kar Le,"Amit Sana, Monali Thakur, Prajakta Shukre, Rahul Vaidya, Suzanne, Udit Narayan",Dance
Gaaye Jaa (Male),Mohammed Irfan,Dance
Sing Raja,"Daler Mehndi, Sonu Kakkar",Dance
Alif Zaber Aa,Mohammed Rafi,Dance
Apni Bhi Kya Zindagi Hai,Mukesh,Sad
Dil Ashkon Mein,"Sonu Kakkar, Tony Kakkar",Romance
Jaana Hai,Zubeen Garg,Dance
Badan Juda Hote Hain,"Falguni Pathak, Kumar Sanu",
Naiyn Tere Zuke Zuke (Sad),Pamela Jain,Dance
Daagh Na Lag Jaye,"Asha Bhosle, Mukesh",Dance
Mahi Mennu Nahi Karna,Labh Janjua,Dance
Khullam Khulla Pyaar Karen,"Jojo Mukherjee, Sunidhi Chauhan",Dance
Babbe Mast,"ALTAMAS FARIDI, Sonu Kakkar",Dance
Gori Zara Hans De Tu Hans De,Mohammed Rafi,Dance
Mat Ro Mata Lal Tere,Manna Dey,Sad
Bismillah,Kailash Kher,Sad
Shukriya Zindagi Shukriya Zindagi,Shafqat Amanat Ali,Romantic
O Janewale Ho Sake To Laut Ke Aana,Mukesh,Sad
Aanchal Men Saja Lena,Mohammed Rafi,Romantic
Tum Paas Aa Rahe Ho,"Jagjit Singh, Lata Mangeshkar",Romantic
Badle Badle Mere Sarkar,Lata Mangeshkar,Sad
Ab Ke Baras Bhejo Bhaiya,Asha Bhosle,Sad
Din Dhal Gaya Hai,"Alka Yagnik, Udit Narayan",Dance
Baadal,"Adnan Sami, Alka Yagnik",Dance
Chori Chori Chori Se,"Amitabh Bachchan, Jaspinder Narula, Sonu Nigam",Dance
Haseenon Ki Sawari Hai,"Mohammed Rafi, Suman Kalyanpur",Dance
Kaisi Hai Ye Udaasi,Kailash Kher,Sad
Haan Bhai Haan,"Amit Kumar, Anuradha Paudwal",Dance
Nasha Nasha,Neha Bhasin,Dance
Apni To Har Aah,Mohammed Rafi,Sad
Ho Maine Pyar Kiya,Lata Mangeshkar,Dance
Chal Jhoothi,"Shraddha Pandit, Udit Narayan",Dance
Kaise Kahoon Main Baat Jiya Ki,Asha Bhosle,Romantic
Meri Jaaniye,"Monali Thakur, Shaan",Romantic
Na Tum Jano Na Hum,Lucky Ali,Romantic
Jaane Bhi De (Duet),"Sonu Nigam, Sunidhi Chauhan",Romantic
Ae Dil Pyar Ki Manzil,Mukesh,Dance
Patli Kamar Hai,"Lata Mangeshkar, Mukesh",Dance
Lungi Dance (Remix),Yo Yo Honey Singh,Dance
Yeh Zindagi Ka Mausam,"Asha Bhosle, Mohammed Rafi",Dance
Tumhen Pa Ke Humne Jahan Pa Liya,"Asha Bhosle, Mohammed Rafi",Romantic
Dhoop,Shreya Ghoshal,Romantic
Ghoongte Mein Chanda,Udit Narayan,Dance
Hum Ko Tumhare Ishq Ne,Mohammed Rafi,Romantic
Accident Ho Gaya,"Asha Bhosle, Prayag Raj, Shabbir Kumar",Dance
Ainvayi Ainvayi (Dilli Club Mix),"Abhijit Vaghani, Master Saleem, Sunidhi Chauhan",Dance
Is Pal Ki Soch,Harshdeep Kaur,Dance
Sach Hue Sapne Apne,Asha Bhosle,Dance
Rang De,"Shankar Mahadevan, Suraj Jagan",Motivational
Le Jaa,Pankaj Awasthi,Sad
Wah Wah Ram Ji,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
Hay Re Insaan Ki Majbooriya,Mohammed Rafi,Sad
Sanjh Dhali,"Asha Bhosle, Manna Dey",Romantic
Kabhi Kisi Ki Khushian Koi Loote Na,Mukesh,Sad
Danka Bajega,Aaman Trikha,Dance
Ibn-E-Batuta,Mika Singh,Dance
Dil To Bachcha Hai,Rahat Fateh Ali Khan,Romantic
Dekhen Bhi To Kya Dekhen,"Lata Mangeshkar, Udit Narayan",Dance
Ae Baby Ae Jee Idhar Aao,"Asha Bhosle, Mohammed Rafi",Dance
Hamdam Mere,"Asha Bhosle, Mohammed Rafi",Dance
Band Baaja Baaraat Mashup,Multiple,Dance
Teetar Ke Do Aage Teetar,"Asha Bhosle, Mukesh, Simi Garewal",Dance
Shakira,"Hard Kaur, Kalpana, Master Saleem",Dance
Shakira,"Hard Kaur, Master Saleem, Pritam Chakraborty",Dance
Jiya Le Gayo Ji Mora Sanwariya,Lata Mangeshkar,Dance
Mori Chham Chham Baje Payaliya,Lata Mangeshkar,Dance
G Pe Danda,"Aaman Trikha, Pawni Pandey, Prashant Vadhyar",Dance
Lootnewale,"Master Saleem, Sukhwinder Singh, Vishal Bhardwaj",Dance
Anjaana Anjaani Ki Kahani,"Monali Thakur, Nikhil Dsouza",Sad
Teen Patti,Salim Merchant,Dance
Khuda Hafiz Anjaani Anjaana,"Karthik, Lucky Ali, Sunitha Sarathy",Dance
Jaane,Sunidhi Chauhan,Sad
Awaara,Master Saleem,Dance
Mera Mirza Sher Jawan,Daler Mehndi,Sad
Dhoondo Dhoondo Re Sajna,Lata Mangeshkar,Romantic
Kitna Pyara Ye Chehra,"Anuradha Paudwal, Inderjeet",Dance
Dil Ki Kahani Rang Layee Hai,Asha Bhosle,Dance
Party On My Mind (Remix),"Shefali Alvares, Yo Yo Honey Singh",Dance
Jane Kahan Gayi,Mohammed Rafi,Dance
Mirza Se Darre Khuda Daler Mehndi,Daler Mehndi,Motivational
Larki Deewani Dekho,"Sunidhi Chauhan, Udit Narayan",
Arre Yaaro Mere Pyaaro,"Udit Narayan, Vijayeta Pandit",
Reham Nazar Karo,Mohammed Rafi,Devotional
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,Dance
Bedardi Mere Saiyan,Asha Bhosle,Dance
Gaal Gulabi Kis Ke Hain,Mohammed Rafi,Dance
Bechayan Sapne,"Abhijeet Sawant, Gulraj Singh, Mahalakshmi Iyer, Sameer Khan, Shankar Mahadevan",Dance
Yeh Lucknow Ki Sar Zameen,Mohammed Rafi,Dance
Ab Mujhe Koi,Rekha Bhardwaj,Sad
Mera Bandar Chala Sasural,"Kamal Barot, Mohammed Rafi",Dance
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhonsle",Romantic
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhosle",Dance
Kehti Hai Jhuki Jhuki Nazar,Suman Kalyanpur,Dance
Dil To Dete Nahin,Asha Bhosle,Dance
Ek Thi Ladki Meri Saheli,Asha Bhosle,Dance
Khoye Khoye Din Hain,"Anuradha Paudwal, Sonu Nigam",Dance
Baadalon Mein Chup Raha Chand,"Alka Yagnik, Kumar Sanu",Romantic
Paaji Tussi Such A Pussy Cat (Remix),"Amitabh Bhattacharya, Divya Kumar, Jigar Saraiya",Dance
Dil Na Kahin Lagana,Asha Bhosle,Dance
Tan Rang Lo Ji Aaj Man Ranglo,"Lata Mangeshkar, Mohammed Rafi",Dance
Gori Ghunghat Mein Mukhda,Asha Bhosle,Dance
Azmale Ye Formulae,"Abhijeet, Shraddha Pandit",Dance
O Chhalia Re Chhalia,"Asha Bhosle, Mohammed Rafi",Dance
Rang Deni,"Kailash Kher, Mahua Kamat, Shraddha Pandit",Dance
Is Nagari Mein,Jagjit Singh,Sad
Kateli Kateli Nasheli Nasheli,Suman Kalyanpur,Dance
Love Ka Matlab Hai Pyar,"Asha Bhosle, Mohammed Rafi",Dance
Sau Tarah Ke (Revisited),"Abhijeet Sawant, Aditi Singh Sharma ·",Dance
khwab jo raag de,"Rahat Fateh Ali Khan, Shankar Mahadevan",
Bhagwan Ek Qasoor Ki,Mohammed Rafi,Sad
Savaiyaa – Chhota Sa Saajan,"Aparnaa Bhaagwat, Suresh Wadkar",Dance
Dil Tham Chale Hum Aaj Kidhar,Mohammed Rafi,Dance
Happy Ending Mashup,Multiple,Dance
Koi Aisa Alam,"Mahalakshmi Iyer, Sonu Nigam",Romantic
Rikshe Pe Mere Tum Aa Baithe,"Asha Bhosle, Mohammed Rafi",Dance
Har Subah Yaad Rakhna,"Lata Mangeshkar, Udit Narayan",Romantic
Koi Pyar Ki Dekhe Jadugari,"Lata Mangeshkar, Mohammed Rafi",Romantic
Ek Dafa Ek Jungle Tha,"Ilaiyaraaja, Kamal Haasan, Sridevi",Dance
Lamhon Ke Rasgulle,"Bianca Gomes, Sunidhi Chauhan",Dance
Bum Mein Dum,Aaman Trikha,Dance
Mose Mera Shyam Rootha,Lata Mangeshkar,Devotional
Apni Ulfat Pe Zamane Ka,Mukesh,Dance
Aarti (Tumre Bhavan Mein),"Kishori Gowariker, Rekha Bharadwaj, Shraddha Pandit, Sujata Majumdar",Devotional
Tanki (Bhaven Version),,Dance
Har Subah,"K. S. Chithra, Kumar Sanu",Romantic
Khel Wohi Phir Aaj Tu Khela,Kavita Krishnamurthy,Dance
Chhad Zid Karna,"Anuradha Paudwal, Udit Narayan",Dance
Pal Mein Mila Jahan,Shankar Mahadevan,Romantic
Balam Se Milan Hoga,Geeta Dutt,Dance
Phool Bagiya Men Bhanware Aaye,Mubarak Begum,Dance
Itni Badi Mehfil,Asha Bhosle,Dance
Ishq Nachaya Kare,Sunidhi Chauhan,Dance
Mohabbat Ke Din Ho,"Alka Yagnik, Udit Narayan",Dance
Saaiyaan,Salim Sulaiman,Sad
Tora Man Bada Papi,Asha Bhosle,Dance
Dekho Bijli Dole Bin Badal Ki,"Asha Bhosle, Usha Mangeshkar",Dance
Badi Dheere Jali,Rekha Bhardwaj,Sad
Parody,"Abhishek Nailwal, Aditi Paul, Aishwarya Nigam, Manoj Mishra, Sudesh Bhosle",Dance
Socho Ke Jheelon Ka,"Alka Yagnik, Shankar Mahadevan, Udit Narayan",Romantic
Hum Badi Door Chale Aaye,"Shraddha Pandit, Sonu Nigam",Romantic
Yeh Hava Yeh Fiza,"Asha Bhosle, Suresh Wadkar",Dance
Mil Gaya,"Salim Merchant, Shraddha Pandit",Romantic
Jashna Hai Mohabbat Ka,Kumar Sanu,Dance
Jhanan Ghoongar Baje,Lata Mangeshkar,Dance
Nazar Mein Hai Chehra,Lucky Ali,Dance
Sata Le Ae Jahan,Mukesh,Sad
Nazar Mere Dil Ke Par,Mohammed Rafi,Dance
Meri Nazren Hasin Hai Ki Tum,Asha Bhosle,Romantic
Ek Pardesi Door Se Aaya,Asha Bhosle,Sad
Thirkat Ang,Alka Yagik,
Mujhe Pyar Men,Asha Bhosle,Sad
Kab Chand Ban Ker,"Abhijeet Sawant, Sanjay Pathak, Santosh Singh",Dance
Ab Se Teri,"Mohammed Irfan, Sachin Gupta",Dance
Boss Entry – Theme,"Khushboo Grewal, Meet Bros, Sonu Kakkar",Dance
Dariya Ho,"Monali Thakur, Shadab Faridi",Dance
Teri Dhoom Har Kahin,Mohammed Rafi,Dance
Phir Nahin Aane Wali Pyare,"Asha Bhosle, Manna Dey",Dance
Aa Ghar Chalein Hum,Monali Thakur,Devotional
Money Hai Toh Honey Hai,Harshdeep Kaur,Dance
Khudaya Khair,"Akriti Kakar, Monali Thakur, Pritam, Soham Chakraborty",Dance
Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",Sad
Pata Hi Na Chala Sad,"Abhijeet Sawant, Santokh Singh Dhaliwal",Sad
Agg Lage Aaj Kal De Fashion Nu,"Hard Kaur, Labh Janjua",Dance
Dar Pe Aaye Hain Tere Kasam Le,Mukesh,Romantic
Yaar De Viah,"Gurdas Maan, Mika Singh",Dance
Sunle Tu Dilki Sadaa,Mohammed Rafi,Romantic
Tum Ko Hum Dilbar,"Amit Kumar, Asha Bhosle",Dance
Mohabbat Isko Kahte Hain,Mohammed Rafi,Romantic
Goodnight,"Jaspreet Singh, Monali Thakur, Poroma, Sachin Gupta",Dance
Dhadkanein Kehti Hai,Abhijeet Sawant,Dance
Jana Tumhare Pyar Mein,Mukesh,Dance
Tum Jaise Bigde Babu Se,Lata Mangeshkar,Dance
O Yaad Nahi Bhool Gaya,"Lata Mangeshkar, Suresh Wadkar",Dance
Ladi Re Ladi Tujhse Aankh Jo Ladi,Jagjit Kaur,Dance
Mummy Aur Daddy Mein Ladai Ho Gayi,Asha Bhosle,Dance
